0,sentiment
현대차의 연간 영업이익이 10조 원은 물론 15조 원을 넘어선 것은 처음이다.,-1
현대차는 지난 14년간 국내 상장사 영업이익 1위를 지켜온 삼성전자를 앞질렀다.,-1
연간 매출 160조 원 돌파 역시 신기록이다.,-1
현대차의 연간 영업이익률은 전년 대비 2.4%포인트 오른 9.3%로 집계됐다.,-1
영업이익률은 전동화 시대 최대 라이벌인 미국 전기차업체 테슬라(8.2%)보다 높다.,-1
아우인 기아도 호실적을 기록했다.,-1
"기아는 지난해 연결 기준 매출액이 2022년 대비 15.3% 늘어난 99조 8084억 원, 영업이익은 60.5% 증가한 11조 6079억 원으로 잠정 집계됐다고 발표했다.",-1
직전 최대인 2022년(매출 86조 5590억 원·영업이익 7조 2331억 원)을 크게 뛰어넘었다.,-1
기아의 연간 영업이익률은 11.6%로 창사 이래 처음으로 두 자릿수를 기록했다.,-1
━합산 영업이익률 10.2%…獨 폭스바겐·美 제너럴모터스(GM) 수익성 압도,-1
현대차그룹은 수익성에서도 글로벌 완성차 업체들을 압도했다.,-1
"현대차·기아의 지난해 합산 매출액은 262조 4720억 원, 영업이익은 26조 7348억 원에 달했다.",-1
두 회사의 합산 영업이익률은 10.2%다.,-1
영업이익률은 기업이 한 해 동안 장사를 얼마나 잘했는지를 보여주는 수익성 지표인데 두 자릿수를 기록한 것은 처음이다.,-1
현대차는 2011년(10.3%)과 2012년(10%) 두 차례 영업이익률 10%를 넘겼지만 그때는 기아가 10%를 밑돌았다.,-1
두 회사가 지난해 차를 팔아 하루 평균 731억 원씩 벌어들인 셈이다.,-1
회계연도가 다른 일본 도요타를 제외한 글로벌 주요 완성차 브랜드 가운데 영업이익률이 두 자릿수인 곳은 현대차·기아가 유일하다.,-1
"지난해 3분기 말 기준 폭스바겐의 영업이익률은 8%, GM은 6.5%, 포드는 4.4%에 그쳤다.",-1
업계 관계자는 “도요타를 제외한 글로벌 주요 완성차 회사들이 연간 실적을 아직 공개하지 않았지만 4분기 판매량을 고려하면 연간 영업이익률을 두 자릿수로 끌어올리는 것은 사실상 불가능하다”고 말했다.,-1
도요타는 9월 말 기준으로 10.1%의 영업이익률을 기록하고 있다.,-1
하이브리드 자동차 판매가 늘면서 영업이익률은 이보다 더 높아질 수 있다.,-1
━SUV·RV 차종 중심 판매 구성…전기차 등 친환경차 출시로 실적 개선,-1
기아는 지난해 대형 전기 스포츠유틸리티차(SUV)인 EV9의 판매 확대로 친환경차 부문에서 실적 개선에 성공했다.,-1
"사진제공=기아현대차·기아의 최대 실적에는 판매 대수 증가에 더해 스포츠유틸리티차량(SUV)·레저용차량(RV)과 제네시스, 친환경차 등 고수익 모델을 중심으로 한 믹스(차량용 구성 비율) 개선이 큰 역할을 했다.",-1
현대차는 한국을 포함한 글로벌 시장에서 전년보다 6.4% 증가한 421만 6898대를 팔았다.,-1
제네시스의 SUV인 GV60·GV70·GV80을 더하면 SUV 판매 비중은 57.1%로 60%에 육박한다.,-1
고급차 브랜드인 제네시스 판매 비중은 5.3%를 기록했다.,-1
기아도 글로벌 트렌드에 맞춰 RV 중심으로 판매 전략을 바꾼 것이 주효했다.,-1
기아는 지난해 전년보다 6.4% 증가한 308만 7384대를 판매했다.,-1
판매 차량 10대 중 7대가 RV다.,-1
전기차를 비롯한 친환경차를 공격적으로 출시한 것도 최대 실적에 힘을 보탰다.,-1
지난해 현대차는 전기차(EV)·하이브리드차(HEV)·플러그인하이브리드차(PHEV) 등으로 이뤄진 친환경차 부문에서 전년 대비 37.2% 증가한 69만 5000대를 판매했다.,-1
기아도 친환경차 부문에서 전년 대비 18.2% 증가한 57만 6000대를 판매했다.,-1
━올해 목표 744만대 상향…주주친화 정책도 확대,-1
기아 EV3 콘셉트.,-1
기아는 올해 6월부터 EV3·EV4·EV5 등 전기차 대중화 모델을 잇따라 선보일 예정이다.,-1
사진제공=기아현대차·기아는 올해 판매 목표량 또한 늘렸다.,-1
양 사의 합산 판매량은 744만 대로 전년보다 14만 대 높여 잡았다.,-1
SUV와 전기차·하이브리드 등 고수익 차종 중심으로 수익성 방어에 집중할 계획이다.,-1
특히 기아는 올해 6월부터 EV3·EV4·EV5 등 대중적인 전기차 모델을 출시해 친환경차 브랜드 입지를 강화할 방침이다.,-1
현대차·기아 관계자는 “글로벌 수요 위축과 환율 변동성 등 여러 대외 경영 환경 악화에도 불구하고 지속적인 믹스 개선과 원가 혁신을 통해 연간 목표 달성을 추진할 것”이라고 말했다.,-1
두 회사는 또 작년 실적 호조를 반영해 주주가치를 제고하겠다고 밝혔다.,-1
현대차는 작년 기말 배당금을 보통주 기준 주당 8400원으로 결정했다.,-1
이에 따라 현대차의 2023년 연간 배당은 2·3분기 배당 합계 3000원을 포함해 전년 대비 63% 증가한 주당 1만1천400원으로 책정됐다.,-1
기아도 기말 배당금을 전년 대비 2100원 오른 5600원으로 책정하고 주주총회에서 이를 확정할 계획이다.,-1
"현대차·기아 관계자는 ""향후에도 다양한 주주환원 정책을 적극적으로 검토해 주주가치 제고를 위해 지속 노력하겠다""고 말했다.",-1
양사 합산 매출 260조원 첫 돌파북미·유럽·인도 등 글로벌 판매 호조친환경차와 제네시스·SUV 비중 늘어“올해 744만3000대 판매 달성할 것”정의선 회장 ‘변화’ 강조.,-1
.SDV체질 전환[이데일리 박민 이다원 공지유 기자] 현대차와 기아가 또다시 사상 최대 실적을 갈아치웠다.,-1
지난해 양사 합산 260조원이 넘는 매출과 27조원에 육박하는 영업이익을 달성한 것이다.,-1
특히 얼마나 수익성이 높은 경영을 했는지를 따져보는 영업이익률(매출 대비 영업이익 비율)은 10.2%를 기록해 역대 처음으로 두자릿수를 기록했다.,-1
이는 24일(현지시간) 실적을 발표한 미국의 전기차 선두업체 테슬라(9.2%)를 웃도는 수치다.,-1
다만 ‘역대급 잔칫날’임에도 현대차 기아는 마냥 기뻐하지 않고 소프트웨어 중심의 자동차(SDV)회사로의 체질 전환을 위해 고삐를 바짝 쥘 계획이다.,-1
올해 글로벌 업황 둔화가 커지면서 정의선 현대차그룹 회장도 신년사에서 소프트웨어 체질 전환을 위한 ‘변화와 혁신’을 재차 강조한 바 있다.,-1
이호근 대덕대 자동학과 교수는 “올해는 판매량이 늘어난 비율대로 영업이익률이 늘지는 않을 것”이라며 “특히 수출보다 내수 위축이 심한 만큼 내수 활성화 전략이 필요할 것”이라고 말했다.,-1
서울 강남구 양재동 현대자동차그룹 사옥.,-1
"(사진=현대차그룹)현대차·기아 영업이익률 10.2%현대차(005380)·기아(000270)가 25일 각각 공시한 실적에 따르면 양사는 지난해 합산 매출 262조4720억원, 영업이익 26조7348억원을 기록했다.",-1
"이는 전년도에 기록한 역대 최대 실적을 단 1년만에 다시 갈아치운 것으로 전년보다 각각 14.5%, 56.7% 늘었다.",-1
"현대차가 매출 162조6636억원과 영업이익 15조1269억원을 기록했고 기아가 매출 99조 8084억원, 영업이익 11조6079억원을 달성했다.",-1
"역대급 실적을 달성할 수 있었던 것은 북미와 유럽, 인도 등 해외에서 판매량이 늘었고, 전기차(EV)와 하이브리드차(HEV) 등 친환경차와 제네시스와 스포츠유틸리티차(SUV) 등 상대적으로 비싼 차가 많이 팔린 덕분이다.",-1
여기에 업계 최저 수준의 인센티브 유지에 더해 우호적인 원·달러 환율 영향(원화 약세)까지 아우러져 좋은 성과를 낸 것으로 회사 측은 분석했다.,-1
이로 인해 기업의 핵심 이익 지표로 불리는 영업이익률도 대폭 개선됐다.,-1
현대차·기아는 지난해 양사 합산 10.2%의 영업이익률을 기록하면서 전동화 시대 최대 라이벌이라고 할 수 있는 미국의 테슬라(9.2%)를 제쳤다.,-1
2022년 현대차·기아의 영업이익률은 7.5%였다.,-1
벤츠 등 럭셔리카 업체를 제외하면 대중 브랜드 중엔 도요타(10.5%) 정도만 현대차·기아에 앞선다.,-1
무엇보다 현대차는 ‘만년 1위’ 삼성전자를 제치고 지난해 국내 상장사 영업이익 1위를 차지할 것이 확실시된다.,-1
"지난해 국내 기업 중 가장 많은 수익을 남겼다는 뜻으로, 자동차가 반도체에 이어 명실상부한 국내 대표산업으로 자리매김했음을 보여준다.",-1
아울러 현대차는 2022년 7월부터 지난해 6월까지 총 310억달러어치를 수출하며 지난해 최고 금액의 ‘수출의 탑’을 수상하기도 했다.,-1
올해 글로벌 판매 744만3000대 목표현대차·기아는 올해 글로벌 완성차 업계는 인플레이션(물가상승) 장기화와 고금리 인해 전반적인 업황 둔화가 예상되지만 판매전략 다각화로 지난해보다 개선된 경영 실적을 올리겠다는 포부다.,-1
올해 글로벌 시장에서 지난해보다 1.9% 늘어난 총 744만3000대를 판매하겠다는 목표다.,-1
김필수 대림대 자동학과 교수는 “현대차·기아의 미국과 유럽은 점유율은 현재 두자릿수이지만 퍼센테이지를 2~3%포인트 정도 높이는 전략이 필요하다”며 “인도 등 제 3세계는 중저가 모델 중심으로 판매 볼륨을 키워야 할 것”이라고 말했다.,-1
특히 글로벌 완성차 시장의 패러다임이 기존 하드웨어(HW)에서 전동화와 자율주행 등 소프트웨어(SW)으로 바뀜에 따라 소프트웨어 중심의 차량(SDV) 경쟁력을 강화해 우위에 점하겠다는 계획이다.,-1
"또 고금리와 인플레이션(물가상승) 장기화에 따른 수요 둔화를 고려해 저렴한 가격대의 신차를 출시하는 등 다양한 가격대의 라인업 확충하고, 지속적인 투자를 통해 현지 생산도 강화할 방침이다.",-1
이를 통해 현대차는 올해 매출 목표를 전년(162조 6636억원)보다 4.0~5.0%높였고 영업이익율은  8.0~9.0%를 달성하겠다는 계획을 세웠다.,-1
미래 기술력 확보를 위해 올해에만 12조4000억원을 투자한다.,-1
"같은 기간 기아는 매출은 전년보다 1.3% 증가한 101조1000억원, 영업이익은 3.4% 증가한 12조원을 목표로 세웠다.",-1
영업이익률은 11.9%를 달성할 계획이다.,-1
"""글로벌 리스크 여전…수익성 방어 집중""중저가 전기차·고부가車 점유율 확대美등 현지 생산 본격화…R&D에 5조 투자[이데일리 공지유 기자] 올해 고금리 지속에 따른 글로벌 경기침체 가능성과 미국의 인플레이션감축법(IRA) 시행 등 글로벌 불확실성이 여전한 상황에서 현대차(005380)·기아(000270)는 생산 및 판매 최적화, 고부가가치 차종 중심 점유율 확대 등을 통해 수익성 방어에 집중한다는 방침이다.",-1
또 소프트웨어 중심 차량(SDV)으로의 대전환을 위해 연구개발(R&D) 투자에 약 5조원가량을 투입하는 등 지속적인 미래 기술력을 확보할 계획이다.,-1
기아 전기차 브랜드 EV 라인업.,-1
"(사진=기아)25일 현대차·기아에 따르면 현대차와 기아는 올해 영업이익률을 각각 8.0~9.0%, 11.9% 달성하겠다는 목표를 밝혔다.",-1
"고금리·고물가 상황이 이어지면서 자동차 수요가 둔화하고 지정학적 리스크도 여전한 상황이지만, 수익성 방어에 지속적으로 나서겠다는 방침이다.",-1
"기아 관계자는 “고수익 차종 중심 판매 믹스 개선, EV3~EV5 등 전용 전기차 라인업 확대에 기반한 수익성 제고를 지속 추진할 것”이라고 말했다.",-1
"현대차 관계자도 “볼륨 차종인 투싼, G80 부분변경 모델을 앞세운 스포츠유틸리티차(SUV) 등 고부가가치 차종 중심 믹스 개선을 통한 점유율 확대 등 전략으로 수익성 방어에 집중할 방침”이라고 했다.",-1
현대차와 기아는 올해 기존보다 저렴한 가격대의 전기차 등 다양한 신차 모델을 출시한다.,-1
"기아는 올해 상반기 소형 크로스오버유틸리티차(CUV) ‘EV3’를, 내년에는 EV4 출시를 목표로 하고 있다.",-1
현대차는 올해 하반기 준대형 전기 SUV인 아이오닉7 등을 출시한다는 계획이다.,-1
또 글로벌 규제에 대응해 생산·판매 최적화를 통해 수익성을 높일 계획이다.,-1
현대차는 미국의 IRA에 대응해 조지아주에 짓고 있는 전기차 전용 신공장인 ‘현대차그룹 메타플랜트 아메리카’(HMGMA)에 대해 당초 예정시기인 내년 상반기보다 앞당겨 오는 10월 양산을 목표로 하고 있다.,-1
"현대차뿐 아니라 기아, 제네시스 등 3개 브랜드 전기차를 생산하며 가장 먼저 아이오닉5를 생산할 예정이다.",-1
"현재 IRA 대응을 위해 전기차 중심으로 인센티브 수준이 늘었지만, 올해 주요 시장인 북미 시장에서 신차 출시가 늘어나면서 인센티브 레벨도 안정화될 것이라고 예상했다.",-1
"이승조 현대차 기획재경본부장은 “올해 북미 시장에 싼타페 완전변경 모델과 투싼, 제네시스 GV80 등 부분변경 모델 차량이 들어간다”며 “하이브리드 모델 등 신차가 투입되면서 인센티브 레벨은 관리할 수 있는 수준으로 내려올 것”이라고 말했다.",-1
현대차·기아 양재 본사 전경.,-1
"(사진=현대차그룹)국내에서는 기아 오토랜드 화성 전기차 전용 공장, 현대차 울산 전기차 전용 공장을 순차적으로 가동해 글로벌 시장에서 전기차 판매를 더 늘리겠다는 계획이다.",-1
기아는 EV3와 EV4 생산을 위해 지난해 말 오토랜드 광명 2공장을 현대차그룹 최초 전기차 전용공장으로 개조했다.,-1
현대차 역시 울산에 전기차 전용공장을 내년까지 완공해 국내외 전동화 수요에 대응한다는 방침이다.,-1
현대차는 올해 글로벌 자동차 판매 목표는 전년보다 0.6% 증가한 총 424만3000만대로 잡았다.,-1
"기아 역시 올해 목표 판매대수를 국내 53만대, 해외 266만3000대 등 총 320만대로 세웠다.",-1
장기적으로는 친환경차 위주 성장을 통해 글로벌 시장에서 전기차 360만대(현대차 200만대·기아 160만대)로 판매해 세계 3위권에 진입하겠다는 목표다.,-1
또 소프트웨어중심차량(SDV)으로 개발 방식을 대전환하겠다는 복안이다.,-1
이를 위해 현대차그룹은 연초 연구개발(R&D) 조직을 하드웨어(HW)와 소프트웨어(SW)로 조직을 분리하는 등 체질개선에 나섰다.,-1
"현대차는 올해 전년 대비 3.3% 증가한 12조4000억원 투자를 계획하고 있는데, 이 중 연구개발(R&D) 투자에 전년 대비 19.5% 증가한 4조9000억원을 투자한다는 방침이다.",-1
"현대차 관계자는 “전기차, 제네시스, N 브랜드 등 양산 목표 차종 수 증가와 SDV 전환에 따른 미래 기술력 확보를 위해 R&D 투자를 늘릴 것”이라고 말했다.",-1
[특징주]현대차·기아 지난해 역대급 실적 달성북미·유럽 수출 호조 등에 업어피크아웃 우려 소멸…밸류에이션 회복 전망[이데일리 이용성 기자] 현대차(005380)와 기아(000270)가 나란히 창사 이래 최대 실적을 다시 쓰면서 주가가 들썩이고 있다.,-1
"북미 수출 호조를 등에 업은 현대차와 기아는 지난해 합산 영업이익 27조원을 기록하며, 상장사 중 영업이익 1위와 2위를 차지했다.",-1
"증권가에서는 향후 현대차와 기아의 피크아웃 우려가 해소되고, 금리 인하 기조와 맞물리며 저평가 받아온 밸류에이션이 회복할 것이라 전망했다.",-1
현대차 기아 사옥 전경.,-1
25일 마켓포인트에 따르면 현대차는 전 거래일 대비 3700원(2.00%) 오른 18만8700원에 거래를 마쳤다.,-1
기아는 전 거래일 대비 5100원(5.80%)오른 9만3000원에 장을 마감했다.,-1
앞서 현대차는 연결 기준 지난해 영업이익이 15조1269억원으로 전년보다 54% 증가한 것으로 잠정 집계됐다고 공시했다.,-1
현대차의 연간 영업이익이 15조원을 넘은 것은 이번이 처음이다.,-1
"지난해 매출액은 162조6636억원으로 전년 대비 14.4% 증가했으며, 순이익은 12조2723억원으로 53.7% 늘었다.",-1
"기아 역시 지난해 연결 기준 매출액은 99조884억원, 영업이익은 11조6079억원을 기록하며 역대 최대 실적을 올렸다.",-1
연간 판매량도 전년보다 6.4% 증가한 308만7384대에 달했다.,-1
특히 영업이익률은 11.6%로 처음으로 두 자릿수를 기록하며 역대 최고 수치를 보였다.,-1
이번 실적 발표로 현대차와 기아는 지난 2022년 세운 역대 최대 실적을 단 1년 만에 새로 갈아치웠다.,-1
특히 양사는 지난해 글로벌 시장에서 총 730만4282대의 차량을 판매하면서 2년 연속 글로벌 톱3 자리를 수성하게 됐다.,-1
"앞서 지난 2022년에 토요타그룹, 폭스바겐그룹에 이어 글로벌 완성차 판매 3위에 처음 오른 바 있다.",-1
"현대차와 기아의 역대급 성적표를 거둔 배경에는 북미·유럽에서 차량 판매량이 증가했고, 친환경차, 스포츠유틸리티차(SUV) 등 등 고부가가치 차량이 판매 호조를 보였기 때문으로 풀이된다.",-1
"지역별로 살펴보면 북미(94만9000→108만4000대)에서 판매량(도매기준)이 14.2% 증가했고, 유럽(57만→63만6000대)에서 11.6% 늘었다.",-1
"국내와 인도에서도 직전연도 대비 각각 10.6%, 9%의 증가율을 보였다.",-1
이날 현대차는 지난해 보다 0.6% 늘어난 424만대를 글로벌 시장에 판매하겠다는 계획을 내놨다.,-1
연결 기준 영업이익률은 8.0~9.0%로 목표를 세웠다.,-1
"양산 차종 수 증가, 연구개발 투자, 설비투자 등 총 12조4000억원 규모의 투자 계획도 내놨다.",-1
"기아는 글로벌 시장에서 기존보다 3.6% 증가한 320만대를 판매하고, 매출과 영업이익은 각각 1.3%, 3.4% 오른 101조1000억원, 12조원을 달성하겠다는 사업계획을 내놨다.",-1
"또한, 작년 발표한 중장기 자사주 매입 프로그램을 통해 5000억원 규모의 자사주를 매입하고, 매입분 소각 비율을 조건부(3분기까지 경영 목표 달성) 100%로 확대하기로 했다.",-1
"올해 들어 현대차와 기아는 글로벌 자동차 시장 수요가 불확실해지면서 하락했고, 코스피 지수에도 하방 압력을 가했다.",-1
"지난 2일부터 전날까지 현대차는 7.27% 하락했고, 기아는 7.00% 떨어졌다.",-1
같은 기간 코스피도 6.96% 떨어지며 맥을 같이 했다.,-1
"다만, 증권가에서는 이번 실적 발표와 가이던스를 미뤄봤을 때 향후 주가가 반등할 것이라는 전망을 내놓고 있다.",-1
"특히 올해 미국이 금리인하를 단행할 가능성이 큰 만큼 피크아웃에 대한 우려가 소멸되고, 시장대비 저평가 받아온 밸류에이션이 회복할 것이라는 분석이 나오고 있다.",-1
"김성래 한화투자증권 연구원은 “올해 글로벌 수요 성장세 둔화에 따른 실적 개선은 제한적이나, 경제형 전기차(EV) 출시 및 하이브리드차(HEV) 판매 확대를 통해 북미와 유럽에서의 친환경차 시장 점유율을 점진적으로 높일 것”이라며 “고부가가치 판매 비중 증가를 통해 한 층 높아진 평균판매단가 기반의 강건한 수익 구조 또한 유지될 것으로 전망한다”고 밝혔다.",-1
"[서울경제] ＜코스피 공시＞▲SK하이닉스(000660)=보통주 1주당 300원(시가배당율 0.2%), 배당 결정, 직원 대상 상여 지급 위해 672억 원 규모 자사주 처분 결정 ▲유니드(014830)=사업 다각화, 신성장동력 확보 위해 축전지 제조사 솔리비스 지분 21.96%(약 90억 원) 취득 ▲HDC현대산업개발(294870)=지난해 4분기 매출액 1조 1490억 원(전년 동기 대비 25.5%), 영업이익 774억 원(4.3%) ▲삼성에스디에스(018260)=매출액 3조 3770억 원(-20.5%), 영업이익 2145억 원(14.4%), 보통주 1주당 현금배당 2700원(시가배당율 1.6%) 결정, 삼성벤처투자주식회사가 결성하는 신기술사업투자조합(SVIC 65호)에 495억 원 출자 결정, 사업 경쟁력 강화 및 미래 성장 동력 창출 목적 ▲기아(000270)=매출액 24조 3281억 원(5.0%), 영업이익 2조 4657억 원(-6.0%), 2024년 사업계획 목표(매출 101.1조 원, 영업이익 12.0조 원, 영업이익률 11.9%), 2024년 5000억 규모 자사주 취득 완료 후 50% 소각, 3분기 누계 기준 재무목표 달성 시 50% 추가 소각 시행, 보통주 1주당 5600원(시가배당율 6.4%) 배당 결정 ▲태영건설(009410)=풍문 또는 보도에 대한 해명, 매일경제 골프장 2곳 추가 매각 기사 관련 루나엑스 골프장 매각 검토 중이나 구체적으로 확정된 바 없음 ▲한국콜마(161890)=자회사 연우, 주식매수청구권 행사주식 취득 위해 단기차입금 500억 원 증가 결정 ▲조비(001550)=농협경제지주에 무기질비료 1013억 원 공급계약 체결 ▲오리온홀딩스(001800)=보통주 1주당 750원 배당 결정(시가배당율 4.9%) ▲오리온(271560)=보통주 1주당 1250원 배당 결정(시가배당율 1.1%) ▲현대차(005380)=자동차부품산업진흥재단에 117억 원 증여, 지난해 4분기 매출액 41조 6692억 원(8.3%), 영업이익 15조 1269억 원(54.0%), 보통주 1주당 8400원(시가배당율 4.6%), 종류주 1주당 8500원(시가배당율 7.7%) 배당 결정, 2024년 목표(판매 424만 대, 연결 기준 매출액 성장률 4~5%, 영업이익률 8~9%, 투자계획 12조 4000억 원) ▲SK텔레콤(017670)=자사주 245억 원 내달 29일까지 장외 처분 결정 ▲KSS해운(044450)=PTT퍼블릭컴퍼니에 1척의 초대형가스운반선(LPGC)를 2년 동안 제공해 액화석유가스(LPG) 화물 운송계약 646억 원에 체결, GYXIS사에 1년 동안 VLGC를 제공해 1년 동안 LPG 화물 운송계약 442억 원에 체결, SK가스에 1년 동안 LPG 운송 계약 331억 원에 체결 ▲OCI홀딩스(010060)=자회사 OCI드림 1조 2742억 원 지분 현물출자해 OCI의 제3자배정 유상증자 참여, OCI드림은 OCI홀딩스 자회사에서 탈퇴 ▲현대글로비스(086280)=매출액 6조 5174억 원(-4.3%), 영업이익 3506억 원(-21.3%), 보통주 1주당 6300원(시가배당율 3.7%) 결정 ▲남해화학(025860)=농협경제지주에 무기질비료 3060억 원 공급계약 체결 ▲LG전자(066570)=매출액 23조 1041억 원(5.7%), 영업이익 3131억 원(351.8%), ▲LG이노텍(011070)=매출액 7조 5586억 원(15.44%), 영업이익 4836억 원(184.55%) ▲포스코인터내셔널(047050)=보통주 1주당 1000원(시가배당율 2.0%) 배당 결정 ▲한국금융지주(071050)=자회사인 한국투자캐피탈, 한국투자부동산신탁의 채무 2조 4000억 원 보증 결정＜코스닥 공시＞▲디이엔티(079810)=얼티엄셀즈에 2차전지 제조장비 142억 원 공급계약 체결 ▲비디아이(148140)=서울남부지방법원에 상장폐지결정 효력정지 등 가처분 신청, 피신청인 한국거래소 ▲멀티캠퍼스(067280)=보통주 1주당 1600원(시가배당율 4.8%) 결정",-1
코스피도 기관 매수세 에 강세코스닥은 1.5% 떨어져 820선,-1
25일 서울 명동 하나은행 본점에서 직원들이 업무를 보고 있다.,-1
이날 코스피는 전장보다 0.65포인트(0.03%) 높은 2470.34로 집계됐다.,-1
연합뉴스[서울경제] 코스피는 25일 기관의 매수세에 힘입어 소폭 오르며 2470선으로 장을 마쳤다.,-1
특히 현대차(005380)와 기아(000270)가 나란히 최대 실적을 발표한 뒤 주가가 강세를 나타내며 코스피에 힘을 불어넣었다.,-1
이날 코스피는 전 거래일보다 0.65포인트(0.03%) 높은 2470.34로 집계됐다.,-1
지수는 전장보다 1.96포인트(0.08%) 내린 2467.73으로 출발해 한때 2452.36까지 밀려났으나 오후 들어 낙폭을 만회하며 전일 대비 상승했다.,-1
"유가증권시장에서 기관과 외국인은 각각 1,905억원, 443억원어치를 순매수하며 지수를 끌어올렸다.",-1
"반면 개인은 2,500억원어치를 순매도했다.",-1
장 초반 코스피는 약보합세를 보이며 힘을 쓰지 못했지만 현대차와 기아가 나란히 사상 최대 실적과 주주환원 정책을 내놓으면서 해당 종목의 주가가 크게 오르며 증시에 활력을 불어넣었다.,-1
기아는 지난해 11조 원이 넘는 영업이익을 내며 창사 이래 최대 실적을 올렸다고 발표했다.,-1
또 5천억원 규모의 자사주 매입과 3분기까지 경영목표를 달성할 시 매입분 소각 비율을 100%로 확대하겠다고 약속했다.,-1
이어 현대차도 지난해 15조 원이 넘는 영업이익으로 역대 최대 실적을 기록했다.,-1
"이에 현대차와 기아는 이날 각각 전날보다 2.00%, 5.80% 상승했다.",-1
"이경민 대신증권 연구원은 “오늘 코스피는 2450대에서 불안한 등락을 반복하다가 기관 순매수세에 힘입어 하락 폭을 축소하더니, 기아 등 대형주의 급등으로 하락 폭을 만회했다”라고 말했다.",-1
"시가총액(시총) 상위 종목 중에서 삼성물산(028260)(1.96%), LG화학(051910)(1.00%) 등이 강세를 나타냈다.",-1
"반면 LG에너지솔루션(373220)(-3.29%), SK하이닉스(000660)(-2.90%)는 크게 하락하며 장을 닫았다.",-1
"업종별로 의료정밀(-2.29%), 전기전자(-1.04%), 서비스업(-0.66%) 등이 하락한 가운데 전기가스업(3.36%), 운수장비(2.59%), 증권(1.51%) 등은 올랐다.",-1
반면 코스닥지수는 전 거래일보다 12.47포인트(1.49%) 하락한 823.74로 집계됐다.,-1
지수는 전장보다 2.87포인트(0.34%) 내린 833.34로 출발해 하락 폭이 커지며 820선으로 마감했다.,-1
"코스닥시장에서 개인은 2,058억원어치를 순매수하는 가운데 외국인과 기관은 각각 681억원, 1천61억원어치를 순매도했다.",-1
"시총 상위권에서 HLB(028300)(10.51%)의 상승 폭이 두드러졌으며 엘앤에프(066970)(-11.02%), 에코프로비엠(247540)(-5.02%) 등은 크게 하락했다.",-1
"이날 하루 유가증권시장과 코스닥시장의 거래 대금은 각각 8조100억원, 12조6,910억원으로 집계됐다.",-1
(서울=뉴스1) 김지영 디자이너 = 현대자동차(005380)와 기아(000270)가 27조원에 육박하는 합산 영업이익을 기록하며 각각 사상 최대 실적을 달성했다.,-1
역대급 실적으로 현대차·기아는 14년 연속 1위 자리를 지켜온 삼성전자를 제치고 나란히 상장사 영업이익 1·2위에 올랐다.,-1
친환경차·SUV 등 고부가차종 판매 늘어…영업이익률 10.2% 첫 두자릿수각각 상장사 영업이익 1위·2위 올라…올해 합산 판매 목표 740만대,-1
ⓒ News1 김지영 디자이너(서울=뉴스1) 배지윤 박주평 금준혁 기자 = 현대자동차(005380)와 기아(000270)가 27조원에 육박하는 합산 영업이익을 기록하며 각각 사상 최대 실적을 달성했다.,-1
역대급 실적으로 현대차·기아는 14년 연속 1위 자리를 지켜온 삼성전자를 제치고 나란히 상장사 영업이익 1·2위에 올랐다.,-1
현대차·기아는 지난해 총 730만대를 팔아 2년 연속 글로벌 완성차 판매 3위 자리를 지키게 됐다.,-1
25일 현대차그룹에 따르면 현대차·기아의 지난해 합산 매출액은 26조7348억원이다.,-1
이는 전년(17조529억원) 대비 10조원 가까이 늘어난 수치다.,-1
◇현대차·기아 역대급 실적…합산 매출 262조원·영업익 26조원현대차는 전년 대비 54% 늘어난 15조1269억원의 영업이익을 기록했다.,-1
기아 영업이익은 60.5% 증가한 11조6079억원으로 집계됐다.,-1
현대차·기아는 14년간 상장사 영업이익 1위를 지켜오던 삼성전자를 각각 넘어서며 1·2위를 달성했다.,-1
삼성전자는 지난해 연간 6조5400억원의 영업이익(잠정)을 기록했다.,-1
현대차의 지난해 연결 기준 매출액도 162조6636억원을 기록하며 전년 대비 14.4% 증가했다.,-1
기아는 15.3% 증가한 99조8084억원의 매출액을 기록해 합산 매출액은 262조4720억원을 달성했다.,-1
기업 핵심 이익 지표인 영업이익률도 대폭 개선됐다.,-1
"현대차는 영업이익률 8.2%를, 기아는 11.6%를 기록했다.",-1
두 회사의 합산 영업이익률은 10.2%로 처음 두자릿수를 기록했다.,-1
24일(현지시간) 실적을 발표한 테슬라의 연간 영업이익률(9.2%)을 앞질렀다.,-1
ⓒ News1 김지영 디자이너글로벌 완성차 시장의 판매량 회복세에 접어들며 현대차·기아의 실적이 크게 증가한 것으로 분석된다.,-1
현대차·기아의 합산 판매량은 지난해 730만4282대를 기록했다.,-1
특히 북미·유럽 등 선진 시장에서의 판매 호조와 고부가가치 차량 판매 확대가 글로벌 판매 실적을 견인했다.,-1
이 같은 합산 판매량으로 현대차·기아는 2022년에 이어 2년 연속 글로벌 완성차 판매 3위를 기록하게 됐다.,-1
"1위는 도요타그룹, 2위는 폭스바겐그룹이다.",-1
현대차는 지난해 421만6898대를 판매했다.,-1
SUV(스포츠유틸리티차)와 프리미엄 브랜드 '제네시스'의 미국 판매 등으로 수익을 챙겼으며 친환경차 판매량도 확대도 호실적에 힘을 보탰다.,-1
